Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name
35540,Acacia baileyana,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Montgomery Reserve,-33.954794,151.020454,,,,,2004,5,1,,,,,,,,,,,CB Council
34990,Acacia baileyana,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council
35013,Acacia baileyana,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,The River Reserve,-33.969546,151.016111,,,,,2004,5,1,,,,,,,,,,,CB Council
35060,Acacia baileyana,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council
7724,Acacia baileyana,2020-04-24T12:06:00,iNaturalist research-grade observations,Maluga Passive Pk,-33.894683,151.016311,,,,,2020,4,24,,,,,Thomas Mesaglio,2021-09-03T10:50:08Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council
6155,Acacia baileyana,2024-01-30T14:30:23,iNaturalist research-grade observations,Maluga Passive Pk,-33.895368,151.014172,,,,,2024,1,30,,,,,Shu Chen,2024-01-30T03:43:38Z,,HUMAN_OBSERVATION,,Shu Chen,CB Council
5809,Acacia baileyana,2022-08-12T13:38:51,iNaturalist research-grade observations,Not in a reserve,-33.944197,151.071149,,flowers,,,2022,8,12,,,,,David,2022-08-12T10:14:01Z,,HUMAN_OBSERVATION,,David,CB Council
10780,Acacia baileyana,2022-08-12T14:27:08,iNaturalist research-grade observations,Not in a reserve,-33.941424,151.047656,,flowers|flower buds,,,2022,8,12,,,,,David,2022-08-12T10:35:56Z,,HUMAN_OBSERVATION,,David,CB Council
7839,Acacia baileyana,2023-07-11T12:29:00,iNaturalist research-grade observations,Not in a reserve,-33.970583,151.029049,,,,,2023,7,11,,,,,Thomas Mesaglio,2023-07-11T08:02:43Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council
6748,Acacia baileyana,2023-07-27T09:44:39,iNaturalist research-grade observations,Not in a reserve,-33.895395,151.014026,,,,,2023,7,27,,,,,Shu Chen,2023-07-27T00:00:22Z,,HUMAN_OBSERVATION,,Shu Chen,CB Council
9756,Acacia baileyana,2023-11-26T09:44:00,iNaturalist research-grade observations,Not in a reserve,-33.879119,151.012986,,,,,2023,11,26,,,,,Thomas Mesaglio,2023-11-26T00:50:20Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council
12232,Acacia baileyana,1957-08-15T00:00:00,,Not in a reserve,-33.916667,151.116667,,buds|flowers,introduced,"Tree, 10 feet [3.0m] high.",1957,8,15,,,"CULTIVATED - Ashbury, Sydney.",,,,,PRESERVED_SPECIMEN,,"Boyce, W.",CB Council
11666,Acacia baileyana,1965-07-22T00:00:00,,Not in a reserve,-33.933333,151.1,,flowers|leaf,,,1965,7,22,,,CULTIVATED: Bexley North.,,"Pulley, J.",1965,,PRESERVED_SPECIMEN,,"Pulley, J.",CB Council
11726,Acacia baileyana,1988-10-18T00:00:00,,Not in a reserve,-33.933333,151.1,,fruit|leaf,,Small tree to 2.5 m high.  Coll No. ANU 30524.,1988,10,18,"Site of old quarry, spreading into small patches of native heath.",,"Bradwell Creek Reserve, E of Canonbury Street, Bexley North.",,,,,PRESERVED_SPECIMEN,,"Mulvaney, M.",CB Council
35072,Acacia binervia,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950045,150.973523,,,,occurrenceRemarks withheld,2011,4,13,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
35107,Acacia binervia,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Adept Lane Reserve,-33.930189,151.035261,,,,,2004,5,1,,,,,,,,,,,CB Council
21749,Acacia binervia,2009-04-16T00:00:00,BANKS_VEG Vegetation Survey,Adept Lane Reserve,-33.931844,151.036664,,,,occurrenceRemarks withheld,2009,4,16,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP08080503,CB Council
27429,Acacia binervia,2009-04-16T00:00:00,BANKS_VEG Vegetation Survey,Adept Lane Reserve,-33.931844,151.036664,,,,occurrenceRemarks withheld,2009,4,16,,Floristic Data,locality withheld,locationRemarks withheld,,,Bankstown City Council,HUMAN_OBSERVATION,,OJJS07082200;ODMP08080503,CB Council
35511,Acacia binervia,2004-05-01T12:00:00,Bankstown Airport Reserves Flora&Fauna Apndx6 POM,Kentucky Reserve,-33.922449,150.975933,,,,,2004,5,1,,,,,,,,,,,CB Council
26259,Acacia binervia,2016-11-28T00:00:00,DPIE Data from Scientific Licences dataset,Deepwater,-33.9475,150.978889,,,,occurrenceRemarks withheld,2016,11,28,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS17112202,CB Council
24515,Acacia binervia,2008-01-17T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.928156,150.979715,,,,occurrenceRemarks withheld,2008,1,17,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS07082200,CB Council
25380,Acacia binervia,2016-11-18T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.917469,150.974383,,,,occurrenceRemarks withheld,2016,11,18,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP17013000,CB Council
24701,Acacia binervia,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.927609,150.979464,,,,occurrenceRemarks withheld,2018,5,23,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council
20058,Acacia binervia,2018-05-23T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.920732,150.975224,,,,occurrenceRemarks withheld,2018,5,23,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OIXR15013005,CB Council
21683,Acacia binervia,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.928512,150.980048,,,,occurrenceRemarks withheld,2020,3,6,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council
25164,Acacia binervia,2020-03-06T00:00:00,DPIE Data from Scientific Licences dataset,Kentucky Reserve,-33.927609,150.979464,,,,occurrenceRemarks withheld,2020,3,6,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OLUC19010800,CB Council
35195,Acacia binervia,2001-02-16T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.945751,151.074996,,,,occurrenceRemarks withheld,2001,2,16,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPXE01031201,CB Council
34749,Acacia binervia,2004-08-02T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.91546,150.974229,,,,occurrenceRemarks withheld,2004,,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPXE99012800;OPJG02091800,CB Council
35335,Acacia binervia,2011-04-13T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.951399,150.974736,,,,occurrenceRemarks withheld,2011,4,,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13062400,CB Council
21380,Acacia binervia,2014-06-06T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.967904,151.007012,,,,occurrenceRemarks withheld,2014,6,6,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPJGI0001723,CB Council
30414,Acacia binervia,2014-08-27T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.93791,151.041047,,,,occurrenceRemarks withheld,2014,8,27,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP07040202,CB Council
19515,Acacia binervia,2016-11-10T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917533,150.980007,,,,occurrenceRemarks withheld,2016,11,10,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS16072001,CB Council
30426,Acacia binervia,2019-05-15T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.917349,150.97462,,,,occurrenceRemarks withheld,2019,5,15,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR19032102,CB Council
31258,Acacia binervia,2019-03-08T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.905179,151.038241,,,,occurrenceRemarks withheld,2019,3,8,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17042400,CB Council
25078,Acacia binervia,2020-03-30T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.964571,151.010754,,,,occurrenceRemarks withheld,2020,3,30,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OICG17110100;ODMP2107270K,CB Council
29098,Acacia binervia,2020-02-19T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.904543,151.038029,,,,occurrenceRemarks withheld,2020,2,19,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OPUR17042400,CB Council
27126,Acacia binervia,2007-11-30T00:00:00,DPIE Default Sightings,Kentucky Reserve,-33.921822,150.97555,,,,occurrenceRemarks withheld,2007,11,30,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council
23451,Acacia binervia,2007-11-30T00:00:00,DPIE Default Sightings,Kentucky Reserve,-33.91776,150.9746,,,,occurrenceRemarks withheld,2007,11,30,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council
19202,Acacia binervia,2009-11-19T00:00:00,DPIE Default Sightings,Kentucky Reserve,-33.91776,150.9746,,,,occurrenceRemarks withheld,2009,11,19,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council
32068,Acacia binervia,2006-11-08T00:00:00,DPIE Default Sightings,Norfolk Reserve,-33.893939,151.062731,,,,occurrenceRemarks withheld,2006,11,8,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council
27074,Acacia binervia,2007-11-13T00:00:00,DPIE Default Sightings,Norfolk Reserve,-33.89413,151.0627,,,,occurrenceRemarks withheld,2007,11,13,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09102201,CB Council
30748,Acacia binervia,2006-11-08T00:00:00,DPIE Default Sightings,Not in a reserve,-33.917169,150.976478,,,,occurrenceRemarks withheld,2006,11,8,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OEMM09111310,CB Council
35177,Acacia binervia,2004-05-01T12:00:00,Deepwater Flora&Fauna Apndx5 POM,Deepwater,-33.949066,150.976607,,,,,2004,5,1,,,,,,,,,,,CB Council
35388,Acacia binervia,2004-05-01T12:00:00,Lansdowne area Flora&Fauna Appndx6 POM,Lansdowne,-33.896245,150.978391,,,,,2004,5,1,,,,,,,,,,,CB Council
35412,Acacia binervia,2004-05-01T12:00:00,Milperra area Flora&Fauna Apndx5 POM,Vale of Ah Reserve,-33.931086,150.973056,,,,,2004,5,1,,,,,,,,,,,CB Council
35483,Acacia binervia,2004-05-01T12:00:00,Norfolk Flora&Fauna Apndx3 POM,Norfolk Reserve,-33.893604,151.062656,,,,,2004,5,1,,,,,,,,,,,CB Council
19146,Acacia binervia,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council
22673,Acacia binervia,1996-05-28T00:00:00,Urban Bushland Biodiversity 2,Not in a reserve,-33.876731,150.987901,,,,occurrenceRemarks withheld,1996,5,28,,20 by 20 Vegetation Plot (old type),locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OPXE97062300,CB Council
9642,Acacia binervia,2023-05-31T14:10:58,iNaturalist observations,Band Hall Reserve,-33.896402,151.019034,,,,,2023,5,31,,,,,,,,HUMAN_OBSERVATION,,Shu Chen,CB Council
5859,Acacia binervia,2023-06-17T11:53:00,iNaturalist observations,Ruse Park,-33.926284,151.034475,,,,,2023,6,17,,,,,,,,HUMAN_OBSERVATION,,David,CB Council
7755,Acacia binervia,2023-08-15T12:46:51,iNaturalist research-grade observations,Not in a reserve,-33.977578,151.011727,,,,,2023,8,15,,,,,Neil Ross,2023-08-16T01:27:12Z,,HUMAN_OBSERVATION,,Neil Ross,CB Council
12198,Acacia binervia,1952-08-27T00:00:00,,Kelso Creek,-33.95,150.983333,,flowers|buds,native,"Tree up to 15ft (4.6m). Rough bark, yellow calyx.",1952,8,27,Slope by road. Sandstone.,,East Hills (Henry Lawson Drive).,,"Tindale, M.D.",3/25/1992,,PRESERVED_SPECIMEN,,"Whaite, T.M.",CB Council
17352,Acacia boormanii,2023-08-14T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,14,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
17667,Acacia boormanii,2023-08-13T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,13,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
17917,Acacia boormanii,2023-08-14T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,14,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
18396,Acacia boormanii,2023-08-13T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,13,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
18759,Acacia boormanii,2023-08-14T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,14,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
19006,Acacia boormanii,2023-08-13T14:00:00,Individual sighting,Not in a reserve,-33.970617,151.0078,1,,,,2023,8,13,,,,nullnull,,,,HUMAN_OBSERVATION,,Michael Hains,CB Council
19240,Acacia brownii,2004-05-01T12:00:00,Adept Tracey Flood Ruse Flora&Fauna Apndx6 POM,Adept Lane Reserve,-33.930189,151.035261,,,,,2004,5,1,,,,,,,,,,,CB Council
23062,Acacia brownii,2016-11-18T00:00:00,DPIE Data from Scientific Licences dataset,Salt Pan Reserve,-33.957833,151.040861,,,,occurrenceRemarks withheld,2016,11,18,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,ODMP17013000,CB Council
19288,Acacia brownii,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,East Hills Park,-33.96446,150.982875,,,,,2004,5,1,,,,,,,,,,,CB Council
19382,Acacia brownii,2004-05-01T12:00:00,EastHills Flora&Fauna Apndx5 POM,Smith Park,-33.958369,150.990262,,,,,2004,5,1,,,,,,,,,,,CB Council
23826,Acacia brownii,2016-09-08T00:00:00,Ecoplanning Vegetation Survey,Not in a reserve,-33.887778,151.052778,,,,occurrenceRemarks withheld,2016,9,8,,Floristic Data,locality withheld,locationRemarks withheld,,,Ecoplanning P/L,HUMAN_OBSERVATION,,OPUR16031000,CB Council
20648,Acacia brownii,1999-05-05T00:00:00,GEORGES Vegetation Survey,Not in a reserve,-33.931641,151.038249,,,,occurrenceRemarks withheld,1999,5,5,,Floristic Data,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,OVLU99062101;OSLS05031800,CB Council
19454,Acacia brownii,2004-05-01T12:00:00,Revesby and Padstow reserves Flora&Fauna Apndx6 POM,Richardson Reserve,-33.963555,151.027909,,,,,2004,5,1,,,,,,,,,,,CB Council
19478,Acacia brownii,2004-05-01T12:00:00,Salt Pan Creek Flora&Fauna Apndx4 POM,Salt Pan Reserve,-33.946515,151.039711,,,,,2004,5,1,,,,,,,,,,,CB Council
19502,Acacia brownii,2004-05-01T12:00:00,Southern Reserves Flora&Fauna Apndx4 POM,Thomas Street Depot,-33.96590278,151.013035,,,,,2004,5,1,,,,,,,,,,,CB Council
19406,Acacia brownii,2004-05-01T12:00:00,The Crest-Appendix,Carysfield,-33.902185,150.998468,,,,,2004,5,1,,,,,,,,,,,CB Council
9142,Acacia brownii,2023-08-29T15:33:31,iNaturalist observations,Not in a reserve,-33.971513,151.013539,,,,,2023,8,29,,,,,,,,HUMAN_OBSERVATION,,Neil Ross,CB Council
10486,Acacia brownii,2024-11-14T16:21:45,iNaturalist observations,Not in a reserve,-33.953103,151.013963,,,,,2024,11,14,,,,,,,,HUMAN_OBSERVATION,,melaleuca_j,CB Council
7679,Acacia brownii,2019-08-27T12:15:17,iNaturalist research-grade observations,Not in a reserve,-33.971307,151.028909,,,,,2019,8,27,,,,,Guy Taseski,2019-08-27T10:51:01Z,,HUMAN_OBSERVATION,,Guy Taseski,CB Council
5639,Acacia brownii,2023-07-11T13:52:00,iNaturalist research-grade observations,Not in a reserve,-33.971329,151.028824,,,,,2023,7,11,,,,,Thomas Mesaglio,2023-07-11T08:50:38Z,,HUMAN_OBSERVATION,,Thomas Mesaglio,CB Council
8450,Acacia brownii,2023-08-21T17:14:00,iNaturalist research-grade observations,Not in a reserve,-33.971072,151.013689,,flowers,,,2023,8,21,,,,,Neil Ross,2023-08-21T12:16:13Z,,HUMAN_OBSERVATION,,Neil Ross,CB Council
6930,Acacia brownii,2024-04-25T15:16:00,iNaturalist research-grade observations,Not in a reserve,-33.97163,151.02791,,flower buds,,,2024,4,25,,,,,Bradley W. Jones,2024-04-25T06:00:38Z,,HUMAN_OBSERVATION,,Bradley W. Jones,CB Council
9720,Acacia brownii,2024-04-25T15:00:00,iNaturalist research-grade observations,Not in a reserve,-33.97131,151.02896,,flower buds,,,2024,4,25,,,,,Bradley W. Jones,2024-04-25T06:00:36Z,,HUMAN_OBSERVATION,,Bradley W. Jones,CB Council
6770,Acacia brownii,2024-07-20T16:47:43,iNaturalist research-grade observations,Not in a reserve,-33.971139,151.013965,,flowers|flower buds,,,2024,7,20,,,,,Felipe Moretto,2024-07-20T06:48:19Z,,HUMAN_OBSERVATION,,Felipe Moretto,CB Council
12065,Acacia brownii,,,Not in a reserve,-33.916667,151,,buds|flowers,native,,1926,9,,,,Chester Hill.,,"Maslin, B.R.",3/1/1985,,PRESERVED_SPECIMEN,,"Blakely, W.F. | Tate, R.",CB Council
12618,Acacia burkittii,1970-11-20T00:00:00,The Australasian Virtual Herbarium (AVH),Not in a reserve,-33.9152971,151.0926061,,,,,1970,11,20,Sandrise. Soil loamy sand S[olonised] B[rown] S[oil],,Belmore,,unknown,,,PRESERVED_SPECIMEN,,"Milthorpe, P.L.",CB Council
22911,Acacia buxifolia,2016-08-10T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.977778,150.996944,,,,occurrenceRemarks withheld,2016,8,10,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OICG16061500,CB Council
20163,Acacia buxifolia,2020-04-03T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.977766,150.996904,,,,occurrenceRemarks withheld,2020,4,3,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS18050102;OJJS20082503,CB Council
32708,Acacia bynoeana,1913-04-01T00:00:00,DPIE Default Sightings,Not in a reserve,-33.910117,151.108264,,,,occurrenceRemarks withheld,1913,4,1,,,locality withheld,locationRemarks withheld,,,NSW Dept of Planning and Environment,PRESERVED_SPECIMEN,,HAMAA,CB Council
11933,Acacia bynoeana,,,Not in a reserve,-33.916667,151.116667,,fruits,native,,1913,9,,,,Cooks River.,,"Cowan, R.S.",1/22/1991,,PRESERVED_SPECIMEN,,"Hamilton, A.A.",CB Council
25151,Acacia cultriformis,2020-04-03T00:00:00,DPIE Data from Scientific Licences dataset,Not in a reserve,-33.977766,150.996904,,,,occurrenceRemarks withheld,2020,4,3,,,locality withheld,locationRemarks withheld,,,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,OJJS18050102;OJJS20082503,CB Council
