Occurrence ID,Scientific Name,Event Date,Dataset Name,Reserve Name,Decimal Latitude,Decimal Longitude,Individual Count,Reproductive Condition,Establishment Means,Occurrence Remarks,Year,Month,Day,Habitat,Sampling Protocol,Locality,Location Remarks,Identified By,Date Identified,Owner Institution Code,Basis of Record,Data Generalizations,Recorded By,Client Business Name
24981,Acacia falcata,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
34926,Acacia falcata,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.951621,150.981082,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
24555,Acacia falcata,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
25887,Acacia parramattensis,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
19883,Acacia pubescens,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.951621,150.981082,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
31347,Acacia ulicifolia,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
21148,Aegiceras corniculatum,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951219,150.978008,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
25292,Aegiceras corniculatum,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950033,150.976066,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
34523,Alphitonia excelsa,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947989,150.973529,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
29209,Alphitonia excelsa,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.9473,150.97387,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
24080,Alternanthera philoxeroides,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.948971,150.973462,,,introduced,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
26585,Alternanthera philoxeroides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951219,150.978008,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
21241,Alternanthera philoxeroides,2011-04-13T00:00:00,ACA Vegetation Survey,Not in a reserve,-33.951235,150.975703,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
32187,Angophora floribunda,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.94951,150.973882,,,,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
35343,Angophora floribunda,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.947259,150.973514,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
24592,Angophora floribunda,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947989,150.973529,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
34044,Anredera cordifolia,2011-04-13T00:00:00,ACA Vegetation Survey,Not in a reserve,-33.950566,150.975578,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
30121,Araujia sericifera,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.952058,150.980812,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
34526,Araujia sericifera,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950045,150.973523,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
28594,Araujia sericifera,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.949849,150.974231,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
33817,Araujia sericifera,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949556,150.97452,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
34190,Araujia sericifera,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.948652,150.973816,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
34055,Araujia sericifera,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
27435,Araujia sericifera,2011-04-13T00:00:00,ACA Vegetation Survey,Not in a reserve,-33.950566,150.975578,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
29330,Arctotheca calendula,2011-04-13T00:00:00,ACA Vegetation Survey,Not in a reserve,-33.951235,150.975703,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
28838,Aristida ramosa,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
32614,Aristida vagans,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951875,150.979561,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
28413,Aristida vagans,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
23399,Aristida vagans,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
24216,Arthropodium milleflorum,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.94951,150.973882,,,,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
24396,Asparagus aethiopicus,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.948971,150.973462,,,introduced,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
33139,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951875,150.979561,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
31052,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
22123,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951219,150.978008,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
34567,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950045,150.973523,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
28395,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950033,150.976066,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
20046,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.949849,150.974231,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
30978,Asparagus aethiopicus,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.947259,150.973514,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
21716,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949588,150.97427,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
32027,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949556,150.97452,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
29551,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.948652,150.973816,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
20928,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947989,150.973529,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
21353,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.94749,150.974969,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
30742,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947468,150.976398,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
33204,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.9473,150.97387,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
33953,Asparagus aethiopicus,2014-02-05T00:00:00,ACA Vegetation Survey,Kelso Beach,-33.951841,150.981282,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
34275,Asparagus asparagoides,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.94951,150.973882,,,introduced,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
25030,Asparagus asparagoides,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.948971,150.973462,,,introduced,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
26851,Asparagus asparagoides,2007-04-16T00:00:00,ACA Vegetation Survey,Deepwater,-33.947905,150.972817,,,introduced,occurrenceRemarks withheld,2007.0,4.0,16.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,ODMP05122005;OEMM09100802;OPUR23021400,CB Council
26341,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.952058,150.980812,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
32538,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951875,150.979561,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
30282,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951547,150.980445,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
21587,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.951219,150.978008,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
29180,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950045,150.973523,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
27372,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.950033,150.976066,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
20309,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.949849,150.974231,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
24588,Asparagus asparagoides,2011-04-13T00:00:00,ACA Vegetation Survey,Deepwater,-33.947259,150.973514,,,introduced,occurrenceRemarks withheld,2011.0,4.0,13.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OEMM09100803;OJJS10080400;OIXR13100400,CB Council
31290,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.951621,150.981082,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
31267,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949588,150.97427,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
33789,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.949556,150.97452,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
33480,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.948652,150.973816,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
32595,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947989,150.973529,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
23822,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.94749,150.974969,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
20082,Asparagus asparagoides,2014-02-05T00:00:00,ACA Vegetation Survey,Deepwater,-33.947468,150.976398,,,introduced,occurrenceRemarks withheld,2014.0,2.0,5.0,,Floristic Data,locality withheld,locationRemarks withheld,,,Anne Clements & Associates,HUMAN_OBSERVATION,,OEMM09100802;OIXR13100400,CB Council
